jlpt,kanji,kana,english
n3,話し合う,はなしあう,to discuss;to talk together
n3,離す,はなす,to part;divide;separate
n3,放す,はなす,to separate;to set free
n3,離れる,はなれる,to be separated from;to leave;to go away;to be a long way off
n3,羽,はね,counter for birds;counter for rabbits
n3,幅,はば,width;breadth
n3,母親,ははおや,mother
n3,省く,はぶく,to omit;to eliminate;to curtail;to economize
n3,場面,ばめん,scene;setting (e.g. of novel)
n3,腹,はら,abdomen;belly;stomach
n3,原,はら,field;plain;prairie;tundra;moor;wilderness
n3,針,はり,needle;hand (e.g. clock)
n3,張る,はる,to stick;to paste
n3,番,ばん,
n3,,バン,bun;van (caravan);VAN (value-added network)
n3,範囲,はんい,extent;scope;sphere;range
n3,反抗,はんこう,opposition;resistance
n3,犯罪,はんざい,crime
n3,,ハンサム,handsome
n3,判断,はんだん,judgement;decision
n3,犯人,はんにん,offender;criminal
n3,販売,はんばい,sale;selling;marketing
n3,灯,ひ,light
n3,,ビール,beer
n3,被害,ひがい,damage
n3,比較,ひかく,comparison
n3,轢く,ひく,to run somebody over (with vehicle);to knock someone down
n3,,ピクニック,picnic
n3,悲劇,ひげき,tragedy
n3,飛行,ひこう,aviation
n3,膝,ひざ,knee;lap
n3,非常,ひじょう,emergency;extraordinary;unusual
n3,美人,びじん,beautiful person (woman)
n3,額,ひたい,forehead;brow
n3,,びっくり,be surprised;be amazed;be frightened;astonishment
n3,日付,ひづけ,date;dating
n3,必死,ひっし,inevitable death;desperation;frantic;inevitable result
n3,,ぴったり,exactly;neatly;sharp
n3,引っ張る,ひっぱる,(1) to pull;to draw;to stretch;to drag;(2) to pull the ball (baseball)
n3,否定,ひてい,negation;denial;repudiation
n3,,ビデオ,video
n3,一言,ひとこと,single word
n3,人込み,ひとごみ,crowd of people
n3,等しい,ひとしい,equal
n3,独り,ひとり,alone;unmarried
n3,一人一人,ひとりひとり,one by one;each;one at a time
n3,批判,ひはん,criticism;judgement;comment
n3,批評,ひひょう,criticism;review;commentary
n3,秘密,ひみつ,secret;secrecy
n3,微妙,びみょう,delicate;subtle
n3,紐,ひも,(1) string;cord;(2) pimp
n3,費用,ひよう,cost;expense
n3,表,ひょう,table (e.g. Tab 1);chart;list
n3,秒,びょう,second (60th min)
n3,評価,ひょうか,valuation;estimation;assessment;evaluation
n3,表現,ひょうげん,expression;presentation;representation (math)
n3,表情,ひょうじょう,facial expression
n3,平等,びょうどう,equality (a);impartiality;evenness
n3,評判,ひょうばん,fame;reputation;popularity;arrant
n3,表面,ひょうめん,surface;outside;face;appearance
n3,広がる,ひろがる,to spread (out);to extend;to stretch;to reach to;to get around
n3,品,ひん,thing;article;goods;dignity;article (goods);counter for meal courses
n3,瓶,びん,bottle
n3,便,びん,way;means
n3,,ピン,pin
n3,不,ふ,un;non;negative prefix
n3,不,ぶ,un;non;negative prefix
n3,無,ぶ,nothing;naught;nil;zero
n3,分,ぶ,dividing;part
n3,不安,ふあん,anxiety;uneasiness;insecurity;suspense
n3,風景,ふうけい,scenery
n3,夫婦,ふうふ,married couple;husband and wife
n3,笛,ふえ,flute;pipe
n3,不可,ふか,wrong;bad;improper;unjustifiable;inadvisable
n3,武器,ぶき,weapon;arms;ordinance
n3,服装,ふくそう,garments
n3,含む,ふくむ,to hold in the mouth;to bear in mind
n3,袋,ふくろ,bag;sack
n3,不幸,ふこう,unhappiness;sorrow;misfortune;disaster;accident;death
n3,節,ふし,tune;tone;knot;knob;point
n3,無事,ぶじ,safety;peace;quietness
n3,不思議,ふしぎ,mystery;curiosity
n3,不自由,ふじゆう,discomfort;disability;inconvenience;destitution
n3,夫人,ふじん,wife;Mrs;madam
n3,婦人,ふじん,woman;female
n3,不正,ふせい,injustice;unfairness
n3,防ぐ,ふせぐ,to defend (against);to protect;to prevent
n3,不足,ふそく,insufficiency;shortage;deficiency;lack;dearth
n3,舞台,ぶたい,stage (theatre)
n3,双子,ふたご,twins;a twin
n3,再び,ふたたび,again;once more;a second time
n3,普段,ふだん,usually;habitually;ordinarily;always
n3,縁,ふち,a means;e.g. of living
n3,打つ,ぶつ,to hit;to strike
n3,物価,ぶっか,prices of commodities;prices (in general)
n3,物質,ぶっしつ,material;substance
n3,物理,ぶつり,physics
n3,筆,ふで,writing brush
n3,ふと,（副）,suddenly;casually;accidentally;incidentally;unexpectedly;unintentionally
n3,船,ふね,ship;boat;watercraft;shipping;vessel;steamship
n3,部分,ぶぶん,portion;section;part
n3,不平,ふへい,complaint;discontent;dissatisfaction
n3,不満,ふまん,dissatisfaction;displeasure;discontent;complaints;unhappiness
n3,,プラス,plus
n3,,プラン,plan
n3,不利,ふり,disadvantage;handicap;unfavorable;drawback
n3,振る,ふる,(1) to wave;to shake;to swing;(2) to sprinkle;(3) to cast (actor);to allocate (work)
n3,震える,ふるえる,to shiver;to shake;to quake
n3,,ブレーキ,a brake
n3,触れる,ふれる,to touch;to be touched;to touch on a subject;to feel;to violate (law;copyright;etc.);to perceive;t
n3,風呂,ふろ,bath
n3,,プロ,professional
n3,分,ぶん,dividing;part;segment
n3,文,ぶん,sentence
n3,雰囲気,ふんいき,atmosphere (e.g. musical);mood;ambience
n3,分析,ぶんせき,analysis
n3,文明,ぶんめい,civilization;culture
n3,分野,ぶんや,field;sphere;realm;division;branch
n3,塀,へい,wall;fence
n3,平均,へいきん,equilibrium;balance;average;mean
n3,平和,へいわ,peace;harmony
n3,別に,べつに,(not) particularly;nothing
n3,減らす,へらす,to abate;to decrease;to diminish;to shorten
n3,減る,へる,to decrease (in size or number);to diminish;to abate
n3,,ベルト,Belt for western clothes
n3,変化,へんか,goblin;ghost;apparition;bugbear
n3,,ペンキ,(n) paint (nl: pek)
n3,勉強,べんきょう,study;diligence;discount;reduction
n3,変更,へんこう,change;modification;alteration
n3,,ベンチ,bench
n3,弁当,べんとう,box lunch
n3,方,ほう,side
n3,法,ほう,Act (law: the X Act)
n3,棒,ぼう,pole;rod;stick
n3,冒険,ぼうけん,risk;venture;adventure
n3,方向,ほうこう,direction;course;way
n3,報告,ほうこく,report;information
n3,宝石,ほうせき,gem;jewel
n3,放送,ほうそう,broadcast;broadcasting
n3,豊富,ほうふ,abundance;wealth;plenty;bounty
n3,方法,ほうほう,method;manner;way;means;technique
n3,方々,ほうぼう,persons;this and that;here and there;everywhere
n3,訪問,ほうもん,call;visit
n3,吠える,ほえる,to bark;to bay;to howl;to bellow;to roar;to cry
n3,,ボーイ,boy
n3,,ボート,rowing boat
n3,,ホーム,(1) platform;(2) home
n3,,ボール,ball;bowl
n3,他,ほか,other (esp. places and things)
n3,外,ほか,other place;the rest
n3,誇り,ほこり,pride
n3,埃,ほこり,dust
n3,保証,ほしょう,guarantee;security;assurance;pledge;warranty
n3,保存,ほぞん,preservation;conservation;storage;maintenance
n3,程,ほど,degree;extent;bounds;limit
n3,歩道,ほどう,footpath;walkway;sidewalk
n3,仏,ほとけ,Buddha;merciful person;Buddhist image;the dead
n3,骨,ほね,bone
n3,炎,ほのお,flame
n3,頬,ほほ,cheek (of face)
n3,頬,ほお,cheek (of face)
n3,,ほぼ,almost;roughly;approximately
n3,微笑む,ほほえむ,to smile
n3,褒める,ほめる,to praise;to admire;to speak well
n3,濠,ほり,moat
n3,本当,ほんと,truth;reality
n3,本当,ほんとう,truth;reality
n3,本人,ほんにん,the person himself
n3,本物,ほんもの,genuine article
n3,,ぼんやり,absent-minded;block-head;dim;faint;vague
n3,間,ま,space;room;time;pause
n3,,まあ,(female) you might say
n3,,マーケット,market
n3,,マイク,mike
n3,迷子,まいご,lost (stray) child
n3,任せる,まかせる,to entrust to another;to leave to
n3,幕,まく,curtain;bunting;act (in play)
n3,負け,まけ,defeat;loss;losing (a game)
n3,孫,まご,grandchild
n3,,まさか,by no means
n3,,まさに,correctly;surely
n3,真面目,まじめ,diligent;serious;honest
n3,増す,ます,to increase;to grow
n3,先ず,まず,first (of all);to start with;about;almost;hardly (with neg. verb)
n3,貧しい,まずしい,poor;needy
n3,,マスター,proprietor;manager;barowner;master (e.g. arts;science)
n3,,ますます,increasingly;more and more
n3,又,また,again;and
n3,未だ,まだ,yet;still;more;besides
n3,街,まち,(1) town;(2) street;road
n3,間違い,まちがい,mistake
n3,松,まつ,(1) pine tree;(2) highest (of a three-tier ranking system)
n3,真っ赤,まっか,deep red;flushed (of face)
n3,真っ直ぐ,まっすぐ,straight (ahead);direct;upright
n3,全く,まったく,really;truly;entirely;completely
n3,祭,まつり,festival;feast
n3,学ぶ,まなぶ,to study (in depth);to learn;to take lessons in
n3,真似,まね,mimicry;imitation;behavior;pretense
n3,招く,まねく,to invite
n3,,ママ,Mama
n3,豆,まめ,beans;peas
n3,守る,まもる,to protect;to obey;to guard;to abide (by the rules)
n3,丸,まる,circle;full (month);perfection;purity;suffix for ship names
n3,円,まる,circle;money
n3,丸い,まるい,round;circular;spherical
n3,,まるで,quite;entirely;completely
n3,回す,まわす,to turn;to revolve
n3,回り,まわり,circumference;surroundings;circulation
n3,万一,まんいち,by some chance;by some possibility;if by any chance;10E4:1 odds
n3,満足,まんぞく,satisfaction
n3,身,み,body;main part;oneself;sword
n3,実,み,fruit;nut;seed;content;good result
n3,見送り,みおくり,seeing one off;farewell;escort
n3,味方,みかた,friend;ally;supporter
n3,見事,みごと,splendid;magnificent;beautiful;admirable
n3,,ミス,miss (mistake;error;failure);Miss
n3,満ちる,みちる,to be full;to rise (tide);to mature;to expire
n3,密,みつ,
n3,認める,みとめる,to recognize;to appreciate;to approve;to admit;to notice
n3,皆,みんな,all;everyone;everybody
n3,見舞い,みまい,enquiry;expression of sympathy;expression of concern
n3,土産,みやげ,present;souvenir
n3,都,みやこ,capital
n3,妙,みょう,strange;unusual
n3,明後日,みょうごにち,day after tomorrow
n3,未来,みらい,future (life;tense)
n3,魅力,みりょく,charm;fascination;glamour
n3,見る,みる,to see;to watch
n3,,ミルク,milk
n3,無,む,nothing;naught;nil;zero
n3,向かい,むかい,facing;opposite;across the street;other side
n3,迎え,むかえ,meeting;person sent to pick up an arrival
n3,向く,むく,to face
n3,向ける,むける,to turn towards;to point
n3,無視,むし,disregard;ignore
n3,虫歯,むしば,cavity;tooth decay;decayed tooth;caries
n3,寧ろ,むしろ,rather;better;instead
n3,結ぶ,むすぶ,to tie;to bind;to link
n3,無駄,むだ,futility;uselessness
n3,夢中,むちゅう,daze;(in a) trance;ecstasy;delirium;engrossment
n3,胸,むね,breast;chest
n3,無料,むりょう,free;no charge
n3,芽,め,sprout
n3,明確,めいかく,clear up;clarify;define
n3,命じる,めいじる,to order;to command;to appoint
n3,名人,めいじん,master;expert
n3,命令,めいれい,order;command;decree;directive;(software) instruction
n3,迷惑,めいわく,trouble;bother;annoyance
n3,飯,めし,(sl) meals;food
n3,滅多に,めったに,rarely (with neg. verb);seldom
n3,,メモ,memorandum
n3,面,めん,face;mug;surface;facial features;mask;face guard;side or facet;corner;page
n3,綿,めん,cotton;padding
n3,免許,めんきょ,license;permit;licence;certificate
n3,面倒,めんどう,trouble;difficulty;care;attention
n3,,メンバー,member
n3,申し込む,もうしこむ,to apply for;to make an application
n3,申し訳,もうしわけ,apology;excuse
n3,毛布,もうふ,blanket
n3,燃える,もえる,to burn
n3,目的,もくてき,purpose;goal;aim;objective;intention
n3,目標,もくひょう,mark;objective;target
n3,木曜,もくよう,Thursday
n3,文字,もじ,letter (of alphabet);character
n3,文字,もんじ,letter (of alphabet);character
n3,,もしも,if
n3,持ち上げる,もちあげる,to raise;to lift up;to flatter
n3,用いる,もちいる,to use;to make use of
n3,勿論,もちろん,of course;certainly;naturally
n3,最も,もっとも,most;extremely
n3,尤も,もっとも,quite right;plausible;natural;but then;although
n3,元,もと,(1) origin;original;(2) former
n3,基,もと,basis
n3,素,もと,prime
n3,戻す,もどす,to restore;to put back;to return
n3,基づく,もとづく,to be grounded on;to be based on;to be due to;to originate from
n3,求める,もとめる,to seek;to request;to demand;to want;to wish for;to search for;to pursue (pleasure);to hunt (a job);
n3,者,もの,person
n3,物音,ものおと,sounds
n3,物語,ものがたり,tale;story;legend
n3,物事,ものごと,things;everything
n3,模様,もよう,pattern;figure;design
n3,貰う,もらう,to receive
n3,文句,もんく,phrase;complaint
n3,,やがて,before long;soon;at length
n3,役,やく,use;service;role;position
n3,約,やく,approximately;about;some
n3,訳,やく,meaning;reason;circumstances;can be deduced;situation
n3,役割,やくわり,part;assigning (allotment of) parts;role;duties
n3,家賃,やちん,rent
n3,厄介,やっかい,trouble;burden;care;bother
n3,宿,やど,inn;lodging
n3,雇う,やとう,to employ;to hire
n3,屋根,やね,roof
n3,,やはり,also;as I thought;still;in spite of;absolutely;of course
n3,破る,やぶる,to tear;to violate;to defeat;to smash;to destroy
n3,辞める,やめる,to retire
n3,,やや,a little;partially;somewhat;a short time;a while
n3,唯一,ゆいいつ,only;sole;unique
n3,勇気,ゆうき,courage;bravery;valour;nerve;boldness
n3,有効,ゆうこう,validity;availability;effectiveness
n3,優秀,ゆうしゅう,superiority;excellence
n3,優勝,ゆうしょう,overall victory;championship
n3,友情,ゆうじょう,friendship;fellowship
n3,友人,ゆうじん,friend
n3,有能,ゆうのう,able;capable;efficient;skill
n3,郵便,ゆうびん,mail;postal service
n3,夕べ,ゆうべ,evening
n3,,ユーモア,humor
n3,有利,ゆうり,advantageous;better;profitable;lucrative
n3,床,ゆか,floor
n3,愉快,ゆかい,pleasant;happy
n3,輸出,ゆしゅつ,export
n3,譲る,ゆずる,to turn over;to assign;to hand over
n3,豊か,ゆたか,abundant;wealthy;plentiful;rich
n3,,ゆっくり,slowly;at ease
n3,輸入,ゆにゅう,importation;import;introduction
n3,許す,ゆるす,to permit;to allow;to approve
n3,夜,よ,evening;night
n3,夜明け,よあけ,dawn;daybreak
n3,様,よう,way;manner;kind
n3,酔う,よう,to get drunk;to become intoxicated
n3,容易,ようい,easy;simple;plain
n3,陽気,ようき,season;weather;cheerfulness
n3,要求,ようきゅう,request;demand;requisition
n3,用心,ようじん,care;precaution;guarding;caution
n3,様子,ようす,aspect;state;appearance
n3,要するに,ようするに,in a word;after all;the point is ..;in short ..
n3,要素,ようそ,element
n3,要点,ようてん,gist;main point
n3,曜日,ようび,day of the week
n3,,ヨーロッパ,Europe
n3,予期,よき,expectation;assume will happen;forecast
